,Reaction_original_index,substrate,substrate_id,boronreagent,boronreagent_id,ligand,ligand_id,axial_chirality,yield,%top
735,2615,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,6.0
736,2616,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,88.0,0.5
737,2617,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,99.0,6.5
738,2618,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,96.0,14.0
739,2619,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,11.0
740,2620,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,86.0,15.5
741,2621,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,14.5
742,2622,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,96.0,5.0
743,2623,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,95.0,4.0
744,2624,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,94.0,4.0
745,2625,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,6.5
746,2626,CN1C(=O)C=CC1=O,168,COc1ccccc1B(O)O,14,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,97.0,2.5
747,2627,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1F,16,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,99.0,4.5
748,2628,CN1C(=O)C=CC1=O,168,Cc1cccc(B(O)O)c1,17,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,83.0,4.5
749,2629,CN1C(=O)C=CC1=O,168,Cc1cccc(B(O)O)c1,17,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,92.0,4.0
750,2630,CN1C(=O)C=CC1=O,168,COc1cccc(B(O)O)c1,18,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,85.0,5.0
751,2631,CN1C(=O)C=CC1=O,168,COc1cccc(B(O)O)c1,18,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,96.0,3.0
752,2632,CN1C(=O)C=CC1=O,168,OB(O)c1cccc(F)c1,43,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,99.0,4.5
753,2633,CN1C(=O)C=CC1=O,168,OB(O)c1cccc(Cl)c1,8,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,75.0,6.5
754,2634,CN1C(=O)C=CC1=O,168,OB(O)c1cccc(Cl)c1,8,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,4.0
755,2635,CN1C(=O)C=CC1=O,168,OB(O)c1cccc(Br)c1,128,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,81.0,10.0
756,2636,CN1C(=O)C=CC1=O,168,Cc1ccc(B(O)O)cc1,12,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,80.0,4.5
757,2637,CN1C(=O)C=CC1=O,168,COc1ccc(B(O)O)cc1,10,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,80.0,3.5
758,2638,CN1C(=O)C=CC1=O,168,OB(O)c1ccc(OC(F)(F)F)cc1,72,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,80.0,4.0
759,2639,CN1C(=O)C=CC1=O,168,OB(O)c1ccc(F)cc1,21,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,81.0,6.5
760,2640,CN1C(=O)C=CC1=O,168,OB(O)c1ccc(F)cc1,21,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,2.5
761,2641,CN1C(=O)C=CC1=O,168,OB(O)c1ccc(Cl)cc1,22,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,80.0,3.5
762,2642,CN1C(=O)C=CC1=O,168,OB(O)c1ccc(Br)cc1,23,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,82.0,7.5
763,2643,CN1C(=O)C=CC1=O,168,Cc1cc(C)cc(B(O)O)c1,60,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,98.0,3.0
764,2644,CN1C(=O)C=CC1=O,168,OB(O)c1ccc2ccccc2c1,11,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,80.0,4.0
765,2645,CN1C(=O)C=CC1=O,168,COc1ccc2cc(B(O)O)ccc2c1,129,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,90.0,5.0
766,2647,O=C1C=CC(=O)N1C1CCCCC1,169,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,10.0
767,2648,O=C1C=CC(=O)N1C1CCCCC1,169,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,96.0,0.5
768,2654,O=C1C=CC(=O)N1c1ccccc1,170,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,95.0,0.5
769,2655,CC(C)(C)c1ccccc1N1C(=O)C=CC1=O,171,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,8.5
770,2670,O=C1C=CC(=O)N1Cc1ccccc1,174,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,26.0
771,2671,O=C1C=CC(=O)N1Cc1ccccc1,174,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,95.0,2.5
772,2675,CC1=CC(=O)N(Cc2ccccc2)C1=O,175,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,2.5
773,2676,CC1=CC(=O)N(Cc2ccccc2)C1=O,175,OB(O)c1ccccc1,7,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,98.0,2.0
774,2680,CC1=CC(=O)N(Cc2ccccc2)C1=O,175,COc1ccc(B(O)O)cc1,10,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,95.0,5.0
775,2681,CC1=CC(=O)N(Cc2ccccc2)C1=O,175,OB(O)c1ccc(F)cc1,21,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,95.0,2.0
776,2682,O=C1C=CCCN1,176,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,73.0,1.0
777,2683,O=C1C=CCCN1,176,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,84.0,1.0
778,2684,O=C1C=CCCN1,176,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=C(OC)C(C)=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=CC=C85)=C1,L1.2,R,76.0,0.5
779,2685,O=C1C=CCCN1,176,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,82.0,1.0
780,2686,O=C1C=CCCN1,176,Clc1ccc(B2OB(c3ccc(Cl)cc3)OB(c3ccc(Cl)cc3)O2)cc1,29,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,88.0,1.0
781,2687,O=C1C=CCCN1Cc1ccccc1,177,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,70.0,3.5
782,2690,O=C1C=CCCN1Cc1ccccc1,177,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,43.0,1.5
783,2691,O=C1C=CCCN1Cc1ccccc1,177,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,13,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,75.0,3.0
784,2692,O=C1C=CCCN1Cc1ccccc1,177,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,33.0,5.5
785,2693,O=C1C=CCCN1Cc1ccccc1,177,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,17.0,4.0
786,2694,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,63.0,1.5
787,2695,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,36.0,3.5
788,2696,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=C(OC)C(C)=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=CC=C85)=C1,L1.2,R,54.0,2.0
789,2697,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,54.0,1.5
790,2698,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,74.0,2.0
791,2699,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,55.0,2.5
792,2700,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,49.0,3.0
793,2701,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=C(OC)C(C)=C6)C7=CC(C)=C(OC)C(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1OC,L1.5,R,40.0,3.0
794,2702,O=C1C=CCCN1Cc1ccccc1,177,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,28,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,53.0,2.0
795,2705,O=C1C=CCCN1Cc1ccccc1,177,Clc1ccc(B2OB(c3ccc(Cl)cc3)OB(c3ccc(Cl)cc3)O2)cc1,29,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,68.0,97.5
796,2716,CC(C)/C=C/C(=O)NCc1ccccc1,182,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,19.0,2.5
797,2717,CCC1=CC(=O)N(Cc2ccccc2)C1=O,183,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,99.0,2.0
798,2718,CCC1=CC(=O)N(Cc2ccccc2)C1=O,183,OB(O)c1ccccc1,7,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,98.0,1.5
799,2721,CCC1=CC(=O)N(Cc2ccccc2)C1=O,183,Cc1ccccc1B(O)O,6,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,82.0,5.0
800,2722,CCC1=CC(=O)N(Cc2ccccc2)C1=O,183,OB(O)c1cccc(Cl)c1,8,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,95.0,1.5
801,2723,CCC1=CC(=O)N(Cc2ccccc2)C1=O,183,OB(O)c1ccc2ccccc2c1,11,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,90.0,2.0
802,2724,CC(C)C1=CC(=O)N(Cc2ccccc2)C1,184,OB(O)c1ccccc1,7,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,90.0,1.0
803,2725,CC(C)C1=CC(=O)N(Cc2ccccc2)C1,184,Cc1ccc(B(O)O)cc1,12,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,85.0,1.0
804,2726,CCCCC/C=C/C(=O)NCc1ccccc1,185,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,89.0,95.5
805,2728,COC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,187,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,95.0,12.0
806,2729,CN1C(=O)/C(=C/C(=O)OC(C)(C)C)c2ccccc21,188,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,92.0,10.0
807,2730,CCOC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,189,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,92.0,11.0
808,2731,CCOC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,189,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,89.0,11.5
809,2734,CC(C)(C)OC(=O)/C=C1/C(=O)N(Cc2ccccc2)c2ccccc21,190,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,96.0,6.0
